# step Etot Epot T p 
128500 -19611.4506 -23535.9952 1523.8585 325.5054 
129000 -19717.2658 -23497.5734 1467.8529 692.3781 
129500 -19476.4937 -23335.4476 1498.3904 152.251 
130000 -19783.2989 -23447.2423 1422.6699 322.5724 
130500 -19689.6258 -23525.3276 1489.3619 836.249 
131000 -19932.4422 -23677.9777 1454.3512 -107.5898 
131500 -19714.8148 -23695.56 1545.6806 679.1344 
132000 -19499.8415 -23380.3201 1506.7482 293.6912 
132500 -19903.6992 -23486.0374 1390.9835 -508.9868 
133000 -19993.6258 -23785.6082 1472.3861 45.5085 
133500 -19874.3575 -23662.2166 1470.785 311.9669 
134000 -19889.861 -23606.6698 1443.197 117.3838 
134500 -19262.0376 -23397.397 1605.7157 -580.6178 
135000 -19470.8068 -23376.6165 1516.584 -384.8188 
135500 -19569.6866 -23566.9322 1552.0876 52.679 
136000 -19648.1174 -23467.1931 1482.9061 176.762 
136500 -19553.1506 -23328.5638 1465.9524 -516.5118 
137000 -19606.4829 -23334.795 1447.6635 274.0967 
137500 -19550.2254 -23592.0952 1569.4147 -15.2678 
138000 -19493.9075 -23386.2756 1511.3647 5.1145 
138500 -19687.5905 -23535.9626 1494.2816 47.4852 
139000 -19453.2835 -23252.0106 1475.005 103.5567 
139500 -19471.1705 -23297.9022 1485.8789 439.7602 
140000 -19424.6046 -23337.4541 1519.3175 -87.6351 
140500 -19492.5251 -23247.2921 1457.9357 -324.0176 
141000 -19695.1168 -23458.8816 1461.4295 44.2213 
141500 -19474.7893 -23358.3299 1507.9371 195.049 
142000 -19466.401 -23278.7388 1480.2899 -678.6012 
142500 -19616.0718 -23215.4632 1397.605 232.5358 
143000 -19255.829 -23152.3575 1512.9802 260.9689 
143500 -19123.9317 -23000.6914 1505.3042 -589.393 
144000 -19024.0434 -22908.44 1508.2695 -487.5164 
144500 -19318.3811 -23324.9594 1555.7114 346.0643 
145000 -19603.2497 -23415.1386 1480.1156 -298.082 
145500 -19341.1476 -23263.4561 1522.9903 -141.3481 
146000 -19194.7601 -23257.1348 1577.3765 274.0198 
146500 -19141.5082 -23206.5181 1578.3997 154.0472 
147000 -19129.4495 -23244.3506 1597.7719 -90.5872 
147500 -19283.5031 -23292.646 1556.7072 -40.8732 
148000 -19410.1907 -23331.7258 1522.69 -102.3318 
148500 -19626.9286 -23487.0002 1498.8244 -83.4965 
149000 -19738.305 -23621.7833 1507.9129 149.1193 
149500 -19660.8311 -23615.975 1535.7399 -436.0821 
150000 -19455.5155 -23170.6309 1442.5394 -912.9419 
150500 -19495.0809 -23360.5918 1500.9364 403.1104 
151000 -19694.9768 -23513.6228 1482.7392 106.5562 
151500 -19818.2029 -23502.9211 1430.7366 -285.6859 
152000 -19546.7335 -23541.6005 1551.164 -261.0859 
152500 -19624.3361 -23423.7348 1475.2657 152.4619 
153000 -19551.6829 -23531.5661 1545.346 173.7197 
153500 -19659.7284 -23645.6053 1547.6732 412.5171 
154000 -19730.2899 -23585.7276 1497.0251 133.6551 
154500 -19694.7149 -23480.7624 1470.0816 -538.522 
155000 -19620.3345 -23539.5188 1521.7772 96.2193 
155500 -19423.9052 -23266.6694 1492.1041 -163.6161 
156000 -19289.8507 -23284.3625 1551.026 666.8034 
156500 -19638.2821 -23465.9319 1486.2353 -430.9856 
157000 -19639.692 -23527.4521 1509.5755 458.6563 
157500 -19770.9798 -23572.1675 1475.9604 -140.695 
158000 -19797.6598 -23659.7259 1499.5988 43.2632 
158500 -19900.0822 -23553.7442 1418.6777 -795.8748 
159000 -19679.6594 -23570.9044 1510.9287 50.7719 
159500 -19643.9309 -23414.6344 1464.1237 -105.7925 
160000 -19260.5753 -23449.7051 1626.5941 -112.4371 
160500 -19618.0752 -23188.5587 1386.3804 -554.6071 
161000 -19257.9459 -23034.708 1466.4762 -711.7942 
161500 -19331.7196 -23205.2006 1504.0311 -141.9907 
162000 -19406.8219 -23272.5544 1501.0224 -341.6277 
162500 -19639.6689 -23401.009 1460.488 577.7486 
163000 -19479.1271 -23348.6278 1502.4856 -425.4902 
163500 -19581.0701 -23408.9699 1486.3324 73.2762 
164000 -19750.7855 -23520.3906 1463.6972 -219.2671 
164500 -19802.4054 -23434.5176 1410.3102 535.8981 
165000 -19912.2409 -23766.9902 1496.7578 1.7215 
165500 -19453.4904 -23461.9589 1556.4453 -27.5955 
166000 -19899.6369 -23717.0058 1482.2434 101.2275 
166500 -19933.5322 -23887.8487 1535.4186 494.2192 
167000 -19990.1664 -23820.5475 1487.2959 960.4887 
167500 -20049.4068 -23679.0061 1409.3344 4.2369 
168000 -19756.9419 -23483.7358 1447.074 150.4233 
168500 -19931.7312 -23665.5622 1449.8065 -195.9601 
169000 -19875.2517 -23701.394 1485.65 58.7017 
169500 -19557.2178 -23623.8267 1579.0206 -433.4445 
170000 -19403.6314 -23422.7059 1560.5635 -131.7554 
170500 -19631.9785 -23497.2387 1500.839 181.1958 
171000 -19571.4324 -23408.0273 1489.7086 308.1466 
171500 -19468.7889 -23221.2974 1457.0588 494.4979 
172000 -19310.2409 -23226.8507 1520.7776 -237.2392 
172500 -19669.0521 -23340.4423 1425.5614 -514.4217 
173000 -19685.314 -23579.9429 1512.2426 -551.3359 
173500 -19827.2312 -23582.0255 1457.9463 433.6563 
174000 -19466.4231 -23366.3638 1514.3051 109.7565 
174500 -19392.9471 -23305.3168 1519.1312 -93.6289 
175000 -19533.7531 -23438.4611 1516.1562 -1.4178 
175500 -19223.3754 -23068.0507 1492.8461 -372.896 
176000 -19313.3016 -23178.423 1500.7852 -219.8566 
176500 -19123.7943 -23085.17 1538.1597 -47.0862 
177000 -19400.2088 -23292.7825 1511.4446 -9.0455 
177500 -19193.9328 -23128.9468 1527.9237 187.9215 
178000 -19068.4649 -23056.4191 1548.4798 -447.2809 
178500 -19362.6773 -23178.7404 1481.7364 -61.5812 
179000 -19617.6703 -23463.704 1493.3736 -210.9403 
179500 -19494.2334 -23488.2471 1550.8326 797.0107 
180000 -19734.1745 -23474.4035 1452.2908 -55.5875 
180500 -19423.7854 -23203.516 1467.6288 554.8428 
181000 -19381.0021 -23353.8971 1542.6325 -472.3464 
181500 -19252.8891 -23250.955 1552.4061 661.6538 
182000 -19318.0667 -23070.0258 1456.8455 -462.0467 
182500 -19144.8644 -23145.9277 1553.5699 382.6817 
183000 -19382.0651 -23439.3857 1575.4141 -452.037 
