ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:   43500         0.0000         0.0000         0.0000         0.0000              0.0000    -30324.4337         0.0000         0.0000       799.9427         -29524.4909       310.6092    -30324.4337    -29524.2652       301.2803           -113.4964      -113.4964    125000.0000       135.8826       135.8826
ENERGY:   44000         0.0000         0.0000         0.0000         0.0000              0.0000    -30299.6121         0.0000         0.0000       764.7133         -29534.8987       296.9300    -30299.6121    -29535.1132       306.2914             32.8833        32.8833    125000.0000       -20.4699       -20.4699
ENERGY:   44500         0.0000         0.0000         0.0000         0.0000              0.0000    -30329.3420         0.0000         0.0000       789.0663         -29540.2757       306.3860    -30329.3420    -29540.6885       298.7086            -39.5348       -39.5348    125000.0000        44.9399        44.9399
ENERGY:   45000         0.0000         0.0000         0.0000         0.0000              0.0000    -30318.5357         0.0000         0.0000       772.5982         -29545.9375       299.9916    -30318.5357    -29545.4890       308.7488           -321.8405      -321.8405    125000.0000         0.4235         0.4235
ENERGY:   45500         0.0000         0.0000         0.0000         0.0000              0.0000    -30348.0587         0.0000         0.0000       762.5891         -29585.4696       296.1052    -30348.0587    -29586.8233       298.1765            -30.9872       -30.9872    125000.0000      -128.0819      -128.0819
ENERGY:   46000         0.0000         0.0000         0.0000         0.0000              0.0000    -30366.3986         0.0000         0.0000       754.1670         -29612.2316       292.8349    -30366.3986    -29613.0967       295.8978             57.4045        57.4045    125000.0000        77.7408        77.7408
ENERGY:   46500         0.0000         0.0000         0.0000         0.0000              0.0000    -30334.0045         0.0000         0.0000       715.9946         -29618.0099       278.0130    -30334.0045    -29617.7800       297.1568             28.5297        28.5297    125000.0000        13.1656        13.1656
ENERGY:   47000         0.0000         0.0000         0.0000         0.0000              0.0000    -30356.8312         0.0000         0.0000       773.3577         -29583.4735       300.2865    -30356.8312    -29582.3196       293.4169             69.7331        69.7331    125000.0000       -21.3206       -21.3206
ENERGY:   47500         0.0000         0.0000         0.0000         0.0000              0.0000    -30347.0727         0.0000         0.0000       770.5983         -29576.4744       299.2151    -30347.0727    -29576.3600       297.2311           -289.0849      -289.0849    125000.0000       -57.0907       -57.0907
ENERGY:   48000         0.0000         0.0000         0.0000         0.0000              0.0000    -30334.6573         0.0000         0.0000       767.1792         -29567.4781       297.8874    -30334.6573    -29567.0114       301.7236            129.0861       129.0861    125000.0000        28.1580        28.1580
ENERGY:   48500         0.0000         0.0000         0.0000         0.0000              0.0000    -30347.3603         0.0000         0.0000       748.7488         -29598.6115       290.7311    -30347.3603    -29599.4898       297.4145            -95.9250       -95.9250    125000.0000        62.0310        62.0310
ENERGY:   49000         0.0000         0.0000         0.0000         0.0000              0.0000    -30339.0578         0.0000         0.0000       778.3653         -29560.6926       302.2309    -30339.0578    -29559.8411       297.8427            370.5675       370.5675    125000.0000       -69.6111       -69.6111
ENERGY:   49500         0.0000         0.0000         0.0000         0.0000              0.0000    -30338.2999         0.0000         0.0000       800.6502         -29537.6496       310.8839    -30338.2999    -29537.9557       302.6233            111.1645       111.1645    125000.0000       -47.7749       -47.7749
ENERGY:   50000         0.0000         0.0000         0.0000         0.0000              0.0000    -30317.2468         0.0000         0.0000       775.4176         -29541.8293       301.0863    -30317.2468    -29540.6204       305.5656           -364.5854      -364.5854    125000.0000        16.1365        16.1365
ENERGY:   50500         0.0000         0.0000         0.0000         0.0000              0.0000    -30339.6350         0.0000         0.0000       733.0540         -29606.5809       284.6370    -30339.6350    -29606.3930       295.1371           -215.1271      -215.1271    125000.0000       -40.6766       -40.6766
ENERGY:   51000         0.0000         0.0000         0.0000         0.0000              0.0000    -30331.3316         0.0000         0.0000       753.0116         -29578.3201       292.3863    -30331.3316    -29578.8352       291.8396           -217.2757      -217.2757    125000.0000        32.6972        32.6972
ENERGY:   51500         0.0000         0.0000         0.0000         0.0000              0.0000    -30347.7165         0.0000         0.0000       757.0765         -29590.6400       293.9647    -30347.7165    -29591.2181       295.7211           -294.9045      -294.9045    125000.0000        98.5604        98.5604
ENERGY:   52000         0.0000         0.0000         0.0000         0.0000              0.0000    -30371.4754         0.0000         0.0000       776.4510         -29595.0244       301.4876    -30371.4754    -29593.1702       290.6460           -173.3522      -173.3522    125000.0000       -62.3429       -62.3429
ENERGY:   52500         0.0000         0.0000         0.0000         0.0000              0.0000    -30312.5623         0.0000         0.0000       747.7485         -29564.8138       290.3427    -30312.5623    -29564.2653       294.1479             27.5366        27.5366    125000.0000       -68.5989       -68.5989
ENERGY:   53000         0.0000         0.0000         0.0000         0.0000              0.0000    -30337.6512         0.0000         0.0000       795.9531         -29541.6980       309.0601    -30337.6512    -29540.7105       303.7656            103.0134       103.0134    125000.0000       123.6490       123.6490
ENERGY:   53500         0.0000         0.0000         0.0000         0.0000              0.0000    -30350.2764         0.0000         0.0000       788.7848         -29561.4915       306.2767    -30350.2764    -29559.8941       303.2170            426.6696       426.6696    125000.0000        72.3947        72.3947
ENERGY:   54000         0.0000         0.0000         0.0000         0.0000              0.0000    -30316.8523         0.0000         0.0000       774.4483         -29542.4040       300.7100    -30316.8523    -29542.9317       302.3302           -150.3980      -150.3980    125000.0000         9.9821         9.9821
ENERGY:   54500         0.0000         0.0000         0.0000         0.0000              0.0000    -30343.7115         0.0000         0.0000       800.9823         -29542.7292       311.0128    -30343.7115    -29542.3768       306.1425            132.3892       132.3892    125000.0000       -50.6626       -50.6626
