ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:   18000      1008.1040      5888.1720      3609.6592        38.1037         -30384.7108     -1274.7182         0.0000         0.0000     11347.6566          -9767.7334       322.1301    -21115.3900     -9661.3546       320.8699            106.2517       125.3607    153671.6957         0.7062         0.8856
ENERGY:   18500      1036.4237      5940.3679      3603.9779        45.8980         -30420.2073     -1236.9556         0.0000         0.0000     11252.2611          -9778.2343       319.4221    -21030.4954     -9686.5878       321.8818           -649.3915      -633.2267    153671.6957       -87.1813       -87.3935
ENERGY:   19000       993.0610      5856.6079      3553.7653        44.5483         -30291.2988     -1433.4868         0.0000         0.0000     11403.3919          -9873.4111       323.7123    -21276.8030     -9772.7992       321.0438            -30.3274       -16.1954    153671.6957      -124.8224      -125.0882
ENERGY:   19500      1048.1361      6007.8143      3563.8580        44.9747         -30467.9463     -1300.3596         0.0000         0.0000     11255.5382          -9847.9845       319.5151    -21103.5227     -9751.8942       320.2584           -179.2521      -151.0249    153671.6957      -111.7252      -111.7080
ENERGY:   20000      1029.2409      5919.2748      3519.9102        48.1977         -30236.1058     -1306.9119         0.0000         0.0000     11333.4598          -9692.9343       321.7271    -21026.3941     -9593.9938       320.3035           -216.7183      -183.9699    153671.6957       -22.4917       -22.5835
ENERGY:   20500      1029.8643      5935.4996      3543.5925        43.3001         -30255.6700     -1324.4997         0.0000         0.0000     11395.5450          -9632.3681       323.4895    -21027.9131     -9535.6481       322.6625            205.4434       235.3711    153671.6957       -25.9520       -25.9249
ENERGY:   21000       988.6965      5939.3708      3552.0670        44.8751         -30216.4627     -1290.3666         0.0000         0.0000     11423.2568          -9558.5633       324.2762    -20981.8201     -9460.0492       322.2953            -85.5658       -66.7958    153671.6957      -153.3874      -153.5921
ENERGY:   21500      1026.6580      5944.5926      3581.3611        47.7006         -30260.9053     -1384.6811         0.0000         0.0000     11429.0457          -9616.2283       324.4405    -21045.2741     -9516.0023       323.4248              3.7565        13.4922    153671.6957       -32.6007       -32.6145
ENERGY:   22000      1007.8520      5993.2468      3529.5651        44.5397         -30310.2135     -1371.1041         0.0000         0.0000     11353.9799          -9752.1340       322.3096    -21106.1139     -9654.4174       323.1001            -93.0785       -54.3141    153671.6957        64.2055        64.4677
ENERGY:   22500      1024.6759      5932.2791      3536.8684        50.5018         -30506.0295     -1123.1451         0.0000         0.0000     11370.7684          -9714.0811       322.7862    -21084.8494     -9619.4085       321.9131            361.1738       377.5656    153671.6957        24.7890        24.6878
ENERGY:   23000      1014.1694      5942.4870      3531.5605        45.0146         -30345.7339     -1286.9803         0.0000         0.0000     11419.7993          -9679.6835       324.1781    -21099.4828     -9580.4309       323.3264            667.1285       680.3558    153671.6957        -3.6587        -3.6165
